,,,,,,,
,,,,,,,
,,YTD Year 00,,,,,YTD Year 01
New lauch product,Segment,Values WAP 0 LC,,,New lauch product,Segment,Values WAP 0 LC
,,,,,BRAND 8839,MARKET 23,"20,006,111"
,,,,,BRAND 8840,MARKET 30,"19,969,000"
,,,,,BRAND 8841,MARKET 89,"19,959,414"
,,,,,BRAND 8842,MARKET 17,"19,937,902"
,,,,,BRAND 8843,MARKET 08,"19,922,566"
,,,,,BRAND 8844,MARKET 42,"19,920,000"
,,,,,BRAND 8845,MARKET 48,"19,918,514"
,,,,,BRAND 8846,MARKET 13,"19,894,000"
,,,,,BRAND 8847,MARKET 31,"19,870,213"
,,,,,BRAND 8848,MARKET 32,"19,844,227"
,,,,,BRAND 8849,MARKET 53,"19,808,640"
,,,,,BRAND 8850,MARKET 11,"19,724,533"
,,,,,BRAND 8851,MARKET 103,"19,702,506"
,,,,,BRAND 8852,MARKET 50,"19,687,964"
,,,,,BRAND 8853,MARKET 03,"19,668,808"
,,,,,BRAND 8854,MARKET 03,"19,663,560"
,,,,,BRAND 8855,MARKET 126,"19,637,732"
,,,,,BRAND 8856,MARKET 100,"19,629,826"
,,,,,BRAND 8857,MARKET 106,"19,576,250"
,,,,,BRAND 8858,MARKET 30,"19,571,911"
,,,,,BRAND 8859,MARKET 30,"19,568,510"
,,,,,BRAND 8860,MARKET 09,"19,519,699"
,,,,,BRAND 8861,MARKET 03,"19,510,485"
,,,,,BRAND 8862,MARKET 23,"19,509,226"
,,,,,BRAND 8863,MARKET 23,"19,490,671"
,,,,,BRAND 8864,MARKET 27,"19,489,680"
,,,,,BRAND 8865,MARKET 11,"19,431,090"
,,,,,BRAND 8866,MARKET 116,"19,419,207"
,,,,,BRAND 8867,MARKET 89,"19,404,986"
,,,,,BRAND 8868,MARKET 11,"19,382,650"
,,,,,BRAND 8869,MARKET 93,"19,359,453"
,,,,,BRAND 8870,MARKET 48,"19,314,797"
,,,,,BRAND 8871,MARKET 03,"19,291,867"
,,,,,BRAND 8872,MARKET 40,"19,251,959"
,,,,,BRAND 8873,MARKET 40,"19,251,959"
,,,,,BRAND 8874,MARKET 48,"19,239,719"
,,,,,BRAND 8875,MARKET 15,"19,229,265"
,,,,,BRAND 8876,MARKET 11,"19,224,216"
,,,,,BRAND 8877,MARKET 04,"19,221,336"
,,,,,BRAND 8878,MARKET 70,"19,208,336"
,,,,,BRAND 8879,MARKET 40,"19,204,497"
,,,,,BRAND 8880,MARKET 89,"19,201,240"
,,,,,BRAND 8881,MARKET 23,"19,199,741"
,,,,,BRAND 8882,MARKET 17,"19,198,762"
,,,,,BRAND 8883,MARKET 24,"19,191,744"
,,,,,BRAND 8884,MARKET 10,"19,191,744"
,,,,,BRAND 8885,MARKET 32,"19,191,744"
,,,,,BRAND 8886,MARKET 62,"19,191,744"
,,,,,BRAND 8888,MARKET 55,"19,189,552"
,,,,,BRAND 8889,MARKET 35,"19,187,203"
,,,,,BRAND 8890,MARKET 55,"19,182,491"
,,,,,BRAND 8891,MARKET 115,"19,149,968"
,,,,,BRAND 8892,MARKET 17,"19,144,451"
,,,,,BRAND 8893,MARKET 09,"19,144,451"
,,,,,BRAND 8894,MARKET 03,"19,105,539"
,,,,,BRAND 8895,MARKET 11,"19,095,119"
,,,,,BRAND 8896,MARKET 30,"19,071,834"
,,,,,BRAND 8897,MARKET 90,"19,047,571"
,,,,,BRAND 8898,MARKET 30,"19,035,593"
,,,,,BRAND 8899,MARKET 89,"19,023,255"
,,,,,BRAND 8900,MARKET 122,"18,967,320"
,,,,,BRAND 8901,MARKET 27,"18,965,632"
,,,,,BRAND 8902,MARKET 101,"18,964,391"
,,,,,BRAND 8903,MARKET 13,"18,939,525"
,,,,,BRAND 8904,MARKET 55,"18,910,078"
,,,,,BRAND 8905,MARKET 27,"18,906,826"
,,,,,BRAND 8906,MARKET 11,"18,888,238"
,,,,,BRAND 8907,MARKET 72,"18,883,368"
,,,,,BRAND 8908,MARKET 132,"18,881,280"
,,,,,BRAND 8909,MARKET 23,"18,827,170"
,,,,,BRAND 8910,MARKET 03,"18,774,204"
,,,,,BRAND 8911,MARKET 13,"18,726,255"
,,,,,BRAND 8912,MARKET 10,"18,725,671"
,,,,,BRAND 8913,MARKET 13,"18,695,578"
,,,,,BRAND 8914,MARKET 39,"18,670,176"
,,,,,BRAND 8915,MARKET 89,"18,645,264"
,,,,,BRAND 8916,MARKET 48,"18,637,174"
,,,,,BRAND 8917,MARKET 23,"18,624,109"
,,,,,BRAND 8918,MARKET 48,"18,607,957"
,,,,,BRAND 8919,MARKET 26,"18,603,756"
,,,,,BRAND 8920,MARKET 88,"18,587,844"
,,,,,BRAND 8921,MARKET 32,"18,552,467"
,,,,,BRAND 8922,MARKET 31,"18,493,257"
,,,,,BRAND 8923,MARKET 11,"18,487,697"
,,,,,BRAND 8924,MARKET 23,"18,487,697"
,,,,,BRAND 8925,MARKET 13,"18,430,080"
,,,,,BRAND 8926,MARKET 102,"18,377,373"
,,,,,BRAND 8927,MARKET 96,"18,333,041"
,,,,,BRAND 8928,MARKET 23,"18,325,450"
,,,,,BRAND 8929,MARKET 08,"18,293,789"
,,,,,BRAND 8930,MARKET 31,"18,289,042"
,,,,,BRAND 8931,MARKET 23,"18,255,868"
,,,,,BRAND 8932,MARKET 115,"18,239,734"
,,,,,BRAND 8933,MARKET 32,"18,217,485"
,,,,,BRAND 8934,MARKET 156,"18,203,078"
,,,,,BRAND 8935,MARKET 161,"18,143,104"
,,,,,BRAND 8936,MARKET 59,"18,131,320"
,,,,,BRAND 8937,MARKET 34,"14,905,215"
,,,,,BRAND 8938,MARKET 10,"3,218,970"
,,,,,BRAND 8939,MARKET 33,"18,123,997"
,,,,,BRAND 8940,MARKET 15,"18,078,840"
,,,,,BRAND 8941,MARKET 11,"18,054,733"
,,,,,BRAND 8942,MARKET 08,"18,037,046"
,,,,,BRAND 8943,MARKET 15,"18,028,608"
,,,,,BRAND 8944,MARKET 10,"18,024,828"
,,,,,BRAND 8945,MARKET 82,"17,994,469"
,,,,,BRAND 8946,MARKET 23,"17,982,450"
,,,,,BRAND 8947,MARKET 55,"17,941,350"
,,,,,BRAND 8948,MARKET 09,"17,928,500"
,,,,,BRAND 8949,MARKET 31,"17,922,465"
,,,,,BRAND 8950,MARKET 31,"17,918,731"
,,,,,BRAND 8951,MARKET 10,"17,910,066"
,,,,,BRAND 8952,MARKET 13,"17,907,500"
,,,,,BRAND 8953,MARKET 09,"17,888,886"
,,,,,BRAND 8954,MARKET 198,"17,858,744"
,,,,,BRAND 8955,MARKET 73,"17,848,600"
,,,,,BRAND 8956,MARKET 88,"17,830,140"
,,,,,BRAND 8957,MARKET 13,"17,804,520"
,,,,,BRAND 8958,MARKET 13,"17,784,749"
,,,,,BRAND 8959,MARKET 55,"17,784,468"
,,,,,BRAND 8960,MARKET 174,"17,774,557"
,,,,,BRAND 8961,MARKET 11,"17,759,560"
,,,,,BRAND 8962,MARKET 27,"17,751,037"
,,,,,BRAND 8963,MARKET 53,"17,721,228"
,,,,,BRAND 8964,MARKET 67,"17,701,200"
,,,,,BRAND 8965,MARKET 09,"17,699,053"
,,,,,BRAND 8966,MARKET 131,"17,685,999"
,,,,,BRAND 8967,MARKET 33,"17,668,287"
,,,,,BRAND 8968,MARKET 55,"17,656,038"
,,,,,BRAND 8969,MARKET 37,"17,656,038"
,,,,,BRAND 8970,MARKET 40,"17,647,636"
,,,,,BRAND 8971,MARKET 09,"17,634,418"
,,,,,BRAND 8972,MARKET 39,"17,632,944"
,,,,,BRAND 8973,MARKET 17,"17,544,303"
,,,,,BRAND 8974,MARKET 03,"17,462,016"
,,,,,BRAND 8975,MARKET 35,"17,462,016"
,,,,,BRAND 8976,MARKET 18,"17,454,310"
,,,,,BRAND 8977,MARKET 31,"17,424,792"
,,,,,BRAND 8978,MARKET 31,"17,420,636"
,,,,,BRAND 8979,MARKET 181,"17,411,648"
,,,,,BRAND 8980,MARKET 73,"17,347,176"
,,,,,BRAND 8981,MARKET 08,"17,335,590"
,,,,,BRAND 8982,MARKET 13,"17,317,541"
,,,,,BRAND 8983,MARKET 42,"17,313,983"
,,,,,BRAND 8984,MARKET 08,"17,288,964"
,,,,,BRAND 8985,MARKET 40,"17,280,000"
,,,,,BRAND 8986,MARKET 32,"17,266,332"
,,,,,BRAND 8987,MARKET 48,"17,264,882"
,,,,,BRAND 8988,MARKET 34,"17,248,613"
,,,,,BRAND 8989,MARKET 55,"17,233,227"
,,,,,BRAND 8990,MARKET 35,"17,208,498"
,,,,,BRAND 8991,MARKET 03,"17,184,640"
,,,,,BRAND 8992,MARKET 10,"17,159,938"
,,,,,BRAND 8993,MARKET 11,"17,154,288"
,,,,,BRAND 8994,MARKET 54,"17,086,036"
,,,,,BRAND 8995,MARKET 11,"17,057,408"
,,,,,BRAND 8996,MARKET 32,"17,043,354"
,,,,,BRAND 8997,MARKET 42,"17,031,651"
,,,,,BRAND 8998,MARKET 35,"16,994,861"
,,,,,BRAND 8999,MARKET 14,"16,992,080"
,,,,,BRAND 9000,MARKET 78,"16,987,534"
,,,,,BRAND 9001,MARKET 102,"16,983,439"
,,,,,BRAND 9002,MARKET 10,"16,970,868"
,,,,,BRAND 9003,MARKET 23,"16,967,310"
,,,,,BRAND 9004,MARKET 09,"16,955,684"
,,,,,BRAND 9005,MARKET 09,"16,900,376"
,,,,,BRAND 9006,MARKET 73,"16,893,382"
,,,,,BRAND 9007,MARKET 23,"16,884,152"
,,,,,BRAND 9008,MARKET 31,"16,879,356"
,,,,,BRAND 9009,MARKET 137,"16,810,090"
,,,,,BRAND 9010,MARKET 08,"16,791,957"
,,,,,BRAND 9011,MARKET 93,"16,759,859"
,,,,,BRAND 9012,MARKET 70,"16,745,481"
,,,,,BRAND 9013,MARKET 32,"16,737,294"
,,,,,BRAND 9014,MARKET 08,"16,730,448"
,,,,,BRAND 9015,MARKET 23,"16,686,155"
,,,,,BRAND 9016,MARKET 188,"16,675,804"
,,,,,BRAND 9017,MARKET 03,"16,658,300"
,,,,,BRAND 9018,MARKET 17,"16,645,314"
,,,,,BRAND 9019,MARKET 136,"16,639,258"
,,,,,BRAND 9020,MARKET 18,"16,632,756"
,,,,,BRAND 9021,MARKET 72,"16,597,706"
,,,,,BRAND 9022,MARKET 09,"16,595,040"
,,,,,BRAND 9023,MARKET 08,"16,578,465"
,,,,,BRAND 9024,MARKET 42,"16,571,619"
,,,,,BRAND 9025,MARKET 08,"16,553,376"
,,,,,BRAND 9026,MARKET 40,"16,547,328"
,,,,,BRAND 9027,MARKET 106,"16,539,946"
,,,,,BRAND 9028,MARKET 09,"16,526,689"
,,,,,BRAND 9029,MARKET 74,"16,526,375"
,,,,,BRAND 9030,MARKET 03,"16,502,590"
,,,,,BRAND 9031,MARKET 09,"16,469,096"
,,,,,BRAND 9032,MARKET 11,"16,440,168"
,,,,,BRAND 9033,MARKET 11,"16,431,582"
,,,,,BRAND 9034,MARKET 88,"16,424,053"
,,,,,BRAND 9035,MARKET 23,"16,424,034"
,,,,,BRAND 9036,MARKET 23,"16,420,415"
,,,,,BRAND 9037,MARKET 53,"16,408,476"
,,,,,BRAND 9038,MARKET 48,"16,375,440"
,,,,,BRAND 9039,MARKET 89,"16,374,600"
,,,,,BRAND 9040,MARKET 10,"16,315,675"
,,,,,BRAND 9041,MARKET 09,"16,274,331"
,,,,,BRAND 9042,MARKET 11,"16,262,978"
,,,,,BRAND 9043,MARKET 88,"16,259,381"
,,,,,BRAND 9044,MARKET 55,"16,229,533"
,,,,,BRAND 9045,MARKET 15,"16,220,295"
,,,,,BRAND 9046,MARKET 55,"16,217,213"
,,,,,BRAND 9047,MARKET 93,"16,211,823"
,,,,,BRAND 9048,MARKET 67,"16,204,995"
,,,,,BRAND 9049,MARKET 03,"16,198,349"
,,,,,BRAND 9050,MARKET 55,"16,197,930"
,,,,,BRAND 9051,MARKET 13,"16,178,373"
,,,,,BRAND 9052,MARKET 11,"16,172,742"
,,,,,BRAND 9053,MARKET 06,"16,163,502"
,,,,,BRAND 9054,MARKET 21,"15,925,680"
,,,,,BRAND 9055,MARKET 09,"15,918,515"
,,,,,BRAND 9056,MARKET 99,"15,913,863"
,,,,,BRAND 9057,MARKET 184,"15,882,635"
,,,,,BRAND 9058,MARKET 10,"15,872,976"
,,,,,BRAND 9059,MARKET 89,"15,872,264"
,,,,,BRAND 9060,MARKET 30,"15,867,988"
,,,,,BRAND 9061,MARKET 100,"15,832,852"
,,,,,BRAND 9062,MARKET 89,"15,827,760"
,,,,,BRAND 9063,MARKET 18,"15,818,363"
,,,,,BRAND 9064,MARKET 11,"15,803,678"
,,,,,BRAND 9065,MARKET 18,"15,782,202"
,,,,,BRAND 9066,MARKET 101,"15,779,878"
,,,,,BRAND 9067,MARKET 03,"15,774,528"
,,,,,BRAND 9068,MARKET 03,"15,774,528"
,,,,,BRAND 9069,MARKET 32,"15,762,329"
,,,,,BRAND 9070,MARKET 53,"15,755,297"
,,,,,BRAND 9071,MARKET 10,"15,737,230"
,,,,,BRAND 9072,MARKET 15,"15,718,693"
,,,,,BRAND 9073,MARKET 53,"15,707,804"
,,,,,BRAND 9074,MARKET 106,"15,683,523"
,,,,,BRAND 9075,MARKET 123,"15,679,264"
,,,,,BRAND 9076,MARKET 08,"15,678,432"
,,,,,BRAND 9077,MARKET 03,"15,670,836"
,,,,,BRAND 9078,MARKET 10,"15,662,313"
,,,,,BRAND 9079,MARKET 75,"15,609,285"
,,,,,BRAND 9080,MARKET 13,"15,607,800"
,,,,,BRAND 9081,MARKET 03,"15,586,720"
,,,,,BRAND 9082,MARKET 80,"15,586,507"
,,,,,BRAND 9083,MARKET 13,"15,558,102"
,,,,,BRAND 9084,MARKET 48,"15,551,219"
,,,,,BRAND 9085,MARKET 249,"15,539,586"
,,,,,BRAND 9086,MARKET 33,"15,516,160"
,,,,,BRAND 9087,MARKET 35,"15,503,030"
,,,,,BRAND 9088,MARKET 15,"15,486,059"
,,,,,BRAND 9089,MARKET 62,"15,467,456"
,,,,,BRAND 9090,MARKET 27,"15,462,701"
,,,,,BRAND 9091,MARKET 128,"15,452,640"
,,,,,BRAND 9092,MARKET 128,"15,452,000"
,,,,,BRAND 9093,MARKET 136,"15,388,328"
,,,,,BRAND 9094,MARKET 48,"15,388,251"
,,,,,BRAND 9095,MARKET 35,"15,374,639"
,,,,,BRAND 9096,MARKET 62,"15,341,148"
,,,,,BRAND 9097,MARKET 13,"15,328,051"
,,,,,BRAND 9098,MARKET 48,"15,324,506"
,,,,,BRAND 9099,MARKET 119,"15,322,405"
,,,,,BRAND 9100,MARKET 11,"15,306,084"
,,,,,BRAND 9101,MARKET 09,"15,273,780"
,,,,,BRAND 9102,MARKET 106,"15,267,285"
,,,,,BRAND 9103,MARKET 03,"15,260,960"
,,,,,BRAND 9104,MARKET 188,"15,233,144"
,,,,,BRAND 9105,MARKET 17,"15,214,320"
,,,,,BRAND 9106,MARKET 101,"15,175,829"
,,,,,BRAND 9107,MARKET 33,"15,171,826"
,,,,,BRAND 9108,MARKET 75,"15,149,297"
,,,,,BRAND 9109,MARKET 123,"15,144,747"
,,,,,BRAND 9110,MARKET 48,"15,135,806"
,,,,,BRAND 9111,MARKET 52,"15,129,249"
,,,,,BRAND 9112,MARKET 09,"15,128,256"
,,,,,BRAND 9113,MARKET 23,"15,118,467"
,,,,,BRAND 9114,MARKET 156,"15,115,679"
,,,,,BRAND 9115,MARKET 13,"15,113,238"
,,,,,BRAND 9116,MARKET 32,"15,095,626"
,,,,,BRAND 9117,MARKET 89,"15,074,583"
,,,,,BRAND 9118,MARKET 30,"15,052,392"
,,,,,BRAND 9119,MARKET 32,"15,036,890"
,,,,,BRAND 9120,MARKET 23,"15,017,165"
,,,,,BRAND 9121,MARKET 13,"15,005,760"
,,,,,BRAND 9122,MARKET 53,"14,975,220"
,,,,,BRAND 9123,MARKET 15,"14,969,560"
,,,,,BRAND 9124,MARKET 23,"14,965,960"
,,,,,BRAND 9125,MARKET 33,"14,960,635"
,,,,,BRAND 9126,MARKET 48,"14,952,384"
,,,,,BRAND 9127,MARKET 13,"14,902,272"
,,,,,BRAND 9128,MARKET 31,"14,895,924"
,,,,,BRAND 9129,MARKET 08,"14,879,822"
,,,,,BRAND 9130,MARKET 72,"14,869,008"
,,,,,BRAND 9131,MARKET 17,"14,735,237"
,,,,,BRAND 9132,MARKET 40,"14,726,776"
,,,,,BRAND 9133,MARKET 11,"14,721,662"
,,,,,BRAND 9134,MARKET 102,"14,721,000"
,,,,,BRAND 9135,MARKET 34,"14,716,712"
,,,,,BRAND 9136,MARKET 13,"14,652,960"
,,,,,BRAND 9137,MARKET 15,"14,630,070"
,,,,,BRAND 9138,MARKET 74,"14,607,745"
,,,,,BRAND 9139,MARKET 31,"14,586,816"
,,,,,BRAND 9140,MARKET 91,"14,585,725"
,,,,,BRAND 9141,MARKET 53,"14,567,033"
,,,,,BRAND 9142,MARKET 102,"14,515,389"
,,,,,BRAND 9143,MARKET 13,"14,479,669"
,,,,,BRAND 9144,MARKET 10,"14,464,697"
,,,,,BRAND 9145,MARKET 174,"14,458,752"
,,,,,BRAND 9146,MARKET 08,"14,418,162"
,,,,,BRAND 9147,MARKET 101,"14,396,849"
,,,,,BRAND 9148,MARKET 33,"14,395,651"
,,,,,BRAND 9149,MARKET 08,"14,374,331"
,,,,,BRAND 9150,MARKET 09,"14,373,216"
,,,,,BRAND 9151,MARKET 33,"14,340,847"
,,,,,BRAND 9152,MARKET 09,"14,333,834"
,,,,,BRAND 9153,MARKET 08,"14,323,478"
,,,,,BRAND 9154,MARKET 23,"14,321,880"
,,,,,BRAND 9155,MARKET 09,"14,287,121"
,,,,,BRAND 9156,MARKET 10,"14,284,158"
,,,,,BRAND 9157,MARKET 15,"14,242,761"
,,,,,BRAND 9158,MARKET 18,"14,221,305"
,,,,,BRAND 9159,MARKET 09,"14,221,305"
,,,,,BRAND 9160,MARKET 23,"14,180,192"
,,,,,BRAND 9161,MARKET 23,"14,160,960"
,,,,,BRAND 9162,MARKET 09,"14,160,960"
,,,,,BRAND 9163,MARKET 08,"14,153,188"
,,,,,BRAND 9164,MARKET 31,"14,150,424"
,,,,,BRAND 9165,MARKET 123,"14,136,500"
,,,,,BRAND 9166,MARKET 11,"14,130,155"
,,,,,BRAND 9167,MARKET 90,"14,120,028"
,,,,,BRAND 9168,MARKET 170,"14,118,047"
,,,,,BRAND 9169,MARKET 23,"14,050,501"
,,,,,BRAND 9170,MARKET 15,"14,024,153"
,,,,,BRAND 9171,MARKET 30,"14,005,759"
,,,,,BRAND 9172,MARKET 30,"14,005,759"
,,,,,BRAND 9173,MARKET 15,"13,962,691"
,,,,,BRAND 9174,MARKET 42,"13,894,650"
,,,,,BRAND 9175,MARKET 33,"13,891,046"
,,,,,BRAND 9176,MARKET 40,"13,873,576"
,,,,,BRAND 9177,MARKET 174,"13,825,594"
,,,,,BRAND 9178,MARKET 52,"13,815,648"
,,,,,BRAND 9179,MARKET 99,"13,805,520"
,,,,,BRAND 9180,MARKET 70,"13,771,930"
,,,,,BRAND 9181,MARKET 11,"13,716,101"
,,,,,BRAND 9182,MARKET 42,"13,707,309"
,,,,,BRAND 9183,MARKET 03,"13,680,784"
,,,,,BRAND 9184,MARKET 156,"13,635,952"
,,,,,BRAND 9185,MARKET 93,"13,618,320"
,,,,,BRAND 9186,MARKET 13,"13,616,820"
,,,,,BRAND 9187,MARKET 09,"13,599,168"
,,,,,BRAND 9188,MARKET 52,"13,529,178"
,,,,,BRAND 9189,MARKET 33,"13,525,600"
,,,,,BRAND 9190,MARKET 48,"13,518,655"
,,,,,BRAND 9191,MARKET 33,"13,495,475"
,,,,,BRAND 9192,MARKET 03,"13,484,557"
,,,,,BRAND 9193,MARKET 23,"13,479,050"
,,,,,BRAND 9194,MARKET 106,"13,473,641"
,,,,,BRAND 9195,MARKET 11,"13,454,379"
,,,,,BRAND 9196,MARKET 13,"13,438,600"
,,,,,BRAND 9197,MARKET 23,"13,437,750"
,,,,,BRAND 9198,MARKET 93,"13,426,763"
,,,,,BRAND 9199,MARKET 181,"13,412,045"
,,,,,BRAND 9200,MARKET 72,"13,346,986"
,,,,,BRAND 9201,MARKET 30,"13,337,540"
,,,,,BRAND 9202,MARKET 08,"13,335,840"
,,,,,BRAND 9203,MARKET 09,"13,331,776"
,,,,,BRAND 9204,MARKET 115,"13,327,600"
,,,,,BRAND 9205,MARKET 32,"13,327,600"
,,,,,BRAND 9206,MARKET 75,"13,324,193"
,,,,,BRAND 9207,MARKET 15,"13,311,873"
,,,,,BRAND 9208,MARKET 33,"13,305,600"
,,,,,BRAND 9209,MARKET 90,"13,295,210"
,,,,,BRAND 9210,MARKET 15,"13,273,078"
,,,,,BRAND 9211,MARKET 32,"13,249,080"
,,,,,BRAND 9212,MARKET 156,"13,249,080"
,,,,,BRAND 9213,MARKET 48,"13,234,214"
,,,,,BRAND 9214,MARKET 174,"13,225,825"
,,,,,BRAND 9215,MARKET 48,"13,223,893"
,,,,,BRAND 9216,MARKET 76,"13,181,203"
,,,,,BRAND 9217,MARKET 33,"13,176,900"
,,,,,BRAND 9218,MARKET 30,"13,169,016"
,,,,,BRAND 9219,MARKET 23,"13,114,358"
,,,,,BRAND 9220,MARKET 48,"13,052,336"
,,,,,BRAND 9221,MARKET 08,"13,035,971"
,,,,,BRAND 9222,MARKET 10,"13,019,940"
,,,,,BRAND 9223,MARKET 174,"13,010,823"
,,,,,BRAND 9224,MARKET 240,"12,999,546"
,,,,,BRAND 9225,MARKET 42,"12,980,880"
,,,,,BRAND 9226,MARKET 13,"12,944,400"
,,,,,BRAND 9227,MARKET 37,"12,940,635"
,,,,,BRAND 9228,MARKET 08,"12,914,654"
,,,,,BRAND 9229,MARKET 39,"12,912,480"
,,,,,BRAND 9230,MARKET 15,"12,896,317"
,,,,,BRAND 9231,MARKET 48,"12,895,840"
,,,,,BRAND 9232,MARKET 93,"12,891,736"
,,,,,BRAND 9233,MARKET 52,"12,886,608"
,,,,,BRAND 9234,MARKET 08,"12,862,080"
,,,,,BRAND 9235,MARKET 52,"12,843,011"
,,,,,BRAND 9236,MARKET 09,"12,794,496"
,,,,,BRAND 9237,MARKET 89,"12,794,496"
,,,,,BRAND 9238,MARKET 10,"12,790,863"
,,,,,BRAND 9239,MARKET 23,"12,789,084"
,,,,,BRAND 9240,MARKET 11,"12,744,864"
,,,,,BRAND 9241,MARKET 48,"12,743,272"
,,,,,BRAND 9242,MARKET 74,"12,713,163"
,,,,,BRAND 9243,MARKET 11,"12,686,868"
,,,,,BRAND 9244,MARKET 08,"12,670,854"
,,,,,BRAND 9245,MARKET 40,"12,614,616"
,,,,,BRAND 9246,MARKET 31,"12,579,263"
,,,,,BRAND 9247,MARKET 08,"12,547,836"
,,,,,BRAND 9248,MARKET 08,"12,531,687"
,,,,,BRAND 9249,MARKET 33,"12,531,021"
,,,,,BRAND 9250,MARKET 103,"12,514,616"
,,,,,BRAND 9251,MARKET 09,"12,507,768"
,,,,,BRAND 9252,MARKET 15,"12,505,914"
,,,,,BRAND 9253,MARKET 27,"12,502,840"
,,,,,BRAND 9254,MARKET 11,"12,490,815"
,,,,,BRAND 9255,MARKET 08,"12,471,833"
,,,,,BRAND 9256,MARKET 62,"12,467,364"
,,,,,BRAND 9257,MARKET 48,"12,462,912"
,,,,,BRAND 9258,MARKET 30,"12,443,552"
,,,,,BRAND 9259,MARKET 11,"12,443,436"
,,,,,BRAND 9260,MARKET 27,"12,432,132"
,,,,,BRAND 9261,MARKET 09,"12,431,343"
,,,,,BRAND 9262,MARKET 18,"12,424,231"
,,,,,BRAND 9263,MARKET 67,"12,405,822"
,,,,,BRAND 9264,MARKET 35,"12,372,526"
,,,,,BRAND 9265,MARKET 35,"12,343,980"
,,,,,BRAND 9266,MARKET 39,"12,343,716"
,,,,,BRAND 9267,MARKET 08,"12,332,326"
,,,,,BRAND 9268,MARKET 16,"12,326,097"
,,,,,BRAND 9269,MARKET 13,"12,312,518"
,,,,,BRAND 9270,MARKET 13,"12,307,680"
,,,,,BRAND 9271,MARKET 13,"12,293,736"
,,,,,BRAND 9272,MARKET 10,"12,269,537"
,,,,,BRAND 9273,MARKET 09,"12,239,150"
,,,,,BRAND 9274,MARKET 10,"12,178,426"
,,,,,BRAND 9275,MARKET 48,"12,175,084"
,,,,,BRAND 9276,MARKET 10,"12,172,303"
,,,,,BRAND 9277,MARKET 137,"12,113,521"
,,,,,BRAND 9278,MARKET 88,"12,104,415"
,,,,,BRAND 9279,MARKET 174,"12,068,713"
,,,,,BRAND 9280,MARKET 17,"12,067,930"
,,,,,BRAND 9281,MARKET 15,"12,049,998"
,,,,,BRAND 9282,MARKET 09,"12,036,816"
,,,,,BRAND 9283,MARKET 01,"12,028,765"
,,,,,BRAND 9284,MARKET 33,"12,008,909"
,,,,,BRAND 9285,MARKET 23,"11,989,603"
,,,,,BRAND 9286,MARKET 08,"11,978,749"
,,,,,BRAND 9287,MARKET 18,"11,959,038"
,,,,,BRAND 9288,MARKET 08,"11,952,640"
,,,,,BRAND 9289,MARKET 96,"11,951,222"
,,,,,BRAND 9290,MARKET 88,"11,878,405"
,,,,,BRAND 9291,MARKET 55,"11,864,635"
,,,,,BRAND 9292,MARKET 15,"11,843,742"
,,,,,BRAND 9293,MARKET 103,"11,826,000"
,,,,,BRAND 9294,MARKET 18,"11,800,800"
,,,,,BRAND 9295,MARKET 11,"11,799,724"
,,,,,BRAND 9296,MARKET 52,"11,768,783"
,,,,,BRAND 9297,MARKET 156,"11,743,056"
,,,,,BRAND 9298,MARKET 53,"11,728,288"
,,,,,BRAND 9299,MARKET 09,"11,725,275"
,,,,,BRAND 9300,MARKET 102,"11,715,312"
,,,,,BRAND 9301,MARKET 27,"11,685,274"
,,,,,BRAND 9302,MARKET 23,"11,667,900"
,,,,,BRAND 9303,MARKET 52,"11,662,042"
,,,,,BRAND 9304,MARKET 116,"11,654,475"
,,,,,BRAND 9305,MARKET 08,"11,622,713"
,,,,,BRAND 9306,MARKET 48,"11,622,362"
,,,,,BRAND 9307,MARKET 249,"11,614,253"
,,,,,BRAND 9308,MARKET 23,"11,604,462"
,,,,,BRAND 9309,MARKET 31,"11,583,285"
,,,,,BRAND 9310,MARKET 53,"11,553,503"
,,,,,BRAND 9311,MARKET 10,"11,548,251"
,,,,,BRAND 9312,MARKET 23,"11,494,224"
,,,,,BRAND 9313,MARKET 23,"11,472,398"
,,,,,BRAND 9314,MARKET 10,"11,457,050"
,,,,,BRAND 9315,MARKET 31,"11,449,022"
,,,,,BRAND 9316,MARKET 55,"11,447,322"
,,,,,BRAND 9317,MARKET 55,"11,429,132"
,,,,,BRAND 9318,MARKET 53,"11,423,301"
,,,,,BRAND 9319,MARKET 03,"11,417,437"
,,,,,BRAND 9320,MARKET 15,"11,417,437"
,,,,,BRAND 9321,MARKET 55,"11,362,855"
,,,,,BRAND 9322,MARKET 67,"11,338,218"
,,,,,BRAND 9323,MARKET 23,"11,338,218"
,,,,,BRAND 9324,MARKET 08,"11,331,994"
,,,,,BRAND 9325,MARKET 06,"11,274,600"
,,,,,BRAND 9326,MARKET 188,"11,253,762"
,,,,,BRAND 9327,MARKET 55,"11,241,333"
,,,,,BRAND 9328,MARKET 35,"11,240,746"
,,,,,BRAND 9329,MARKET 18,"11,209,178"
,,,,,BRAND 9330,MARKET 30,"11,176,704"
,,,,,BRAND 9331,MARKET 30,"11,174,592"
,,,,,BRAND 9332,MARKET 03,"11,159,843"
,,,,,BRAND 9333,MARKET 15,"11,156,434"
,,,,,BRAND 9334,MARKET 99,"11,141,955"
,,,,,BRAND 9335,MARKET 09,"11,089,668"
,,,,,BRAND 9336,MARKET 48,"11,073,952"
